latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
1.2832,97.6189,311.7,1.5,1.2,2021-01-01,"416",Terra,MODIS,"0",6.03,293,10.5,D,"2"
-2.2008,101.0151,300.6,1.1,1.1,2021-01-05,"353",Terra,MODIS,"39",6.03,274.1,4.4,D,"0"
-0.1586,100.0591,314.3,1.1,1,2021-01-05,"649",Aqua,MODIS,"64",6.03,296.9,6.7,D,"0"
0.1907,102.7631,318.1,1,1,2021-01-05,"649",Aqua,MODIS,"38",6.03,300.8,9.5,D,"0"
0.4207,102.1786,317.2,1,1,2021-01-05,"649",Aqua,MODIS,"31",6.03,296.7,7.5,D,"0"
0.143,100.1839,311,1,1,2021-01-05,"649",Aqua,MODIS,"12",6.03,294.8,4.8,D,"0"
0.9273,101.4786,316.5,1,1,2021-01-05,"649",Aqua,MODIS,"38",6.03,297.7,6.8,D,"0"
3.6598,98.914,313.3,1.1,1,2021-01-05,"650",Aqua,MODIS,"34",6.03,292.4,6.4,D,"0"
3.6635,98.9176,312.7,1,1,2021-01-12,"656",Aqua,MODIS,"41",6.03,290.7,5.5,D,"0"
-2.2109,101.0689,307.9,1.9,1.4,2021-01-16,"630",Aqua,MODIS,"54",6.03,280.8,14.2,D,"0"
5.2188,97.0684,315.8,1,1,2021-01-19,"703",Aqua,MODIS,"62",6.03,286.1,9.9,D,"2"
1.7221,98.805,312.4,1,1,2021-01-21,"351",Terra,MODIS,"40",6.03,291.5,6,D,"2"
0.4141,101.8701,308,1.2,1.1,2021-01-21,"352",Terra,MODIS,"0",6.03,290,6.4,D,"0"
0.9765,101.9345,306.3,1.2,1.1,2021-01-21,"352",Terra,MODIS,"0",6.03,284.7,6.3,D,"0"
-2.0635,101.3958,308.1,1.2,1.1,2021-01-21,"352",Terra,MODIS,"58",6.03,286.9,8.7,D,"2"
-3.1502,102.0474,310.3,1,1,2021-01-21,"648",Aqua,MODIS,"67",6.03,279.2,7.8,D,"0"
-3.2721,101.8339,307.8,1,1,2021-01-21,"648",Aqua,MODIS,"56",6.03,270.9,7.1,D,"0"
-4.3728,103.0178,312.3,1,1,2021-01-21,"648",Aqua,MODIS,"54",6.03,290.4,5.7,D,"0"
-2.3005,100.8996,329.1,1,1,2021-01-21,"648",Aqua,MODIS,"70",6.03,291.9,22.5,D,"0"
-2.1844,100.9431,320.1,1,1,2021-01-21,"648",Aqua,MODIS,"78",6.03,292.7,12.7,D,"0"
-2.9119,101.5229,318.2,1,1,2021-01-21,"648",Aqua,MODIS,"59",6.03,287,11.7,D,"0"
-1.9275,104.2051,307.8,1.1,1.1,2021-01-21,"648",Aqua,MODIS,"61",6.03,282.2,6.8,D,"0"
-0.9992,100.4141,319.3,1.1,1,2021-01-21,"649",Aqua,MODIS,"26",6.03,291.8,11,D,"0"
-0.9026,101.2191,309.7,1,1,2021-01-21,"649",Aqua,MODIS,"61",6.03,288.3,6.4,D,"0"
5.2237,97.067,314.9,1.3,1.1,2021-01-21,"650",Aqua,MODIS,"52",6.03,299,7.5,D,"2"
-2.5805,106.0434,310.3,1.5,1.2,2021-01-23,"340",Terra,MODIS,"62",6.03,290.7,9.1,D,"0"
-2.0123,101.4491,308.7,1,1,2021-01-23,"340",Terra,MODIS,"55",6.03,285.1,5.8,D,"0"
-2.083,101.119,331,1,1,2021-01-23,"340",Terra,MODIS,"86",6.03,291.5,26.9,D,"0"
-2.0844,101.128,308.3,1,1,2021-01-23,"340",Terra,MODIS,"47",6.03,289.9,4.5,D,"0"
-2.1904,101.0972,315.6,1,1,2021-01-23,"340",Terra,MODIS,"49",6.03,297.9,5.4,D,"0"
-2.572,106.0381,314,1.5,1.2,2021-01-23,"340",Terra,MODIS,"69",6.03,290.1,14.3,D,"0"
-3.7911,103.5416,311.9,1.1,1,2021-01-23,"341",Terra,MODIS,"32",6.03,293.6,7.1,D,"2"
-3.4741,105.8372,335.2,1,1,2021-01-23,"635",Aqua,MODIS,"87",6.03,294.5,28.4,D,"0"
-4.5233,103.5018,317.1,1.1,1.1,2021-01-23,"635",Aqua,MODIS,"74",6.03,295.3,12.2,D,"0"
-1.683,104.4608,315.7,1,1,2021-01-23,"636",Aqua,MODIS,"50",6.03,295.1,7.7,D,"0"
-0.823,103.4567,318.8,1.1,1,2021-01-23,"636",Aqua,MODIS,"35",6.03,300,8.8,D,"2"
-0.9513,103.27,314.4,1.1,1,2021-01-23,"636",Aqua,MODIS,"50",6.03,294.8,8.1,D,"0"
-2.1908,100.9543,316.8,1.5,1.2,2021-01-23,"636",Aqua,MODIS,"57",6.03,297.9,12.7,D,"0"
-2.1974,101.016,312.7,1.5,1.2,2021-01-23,"636",Aqua,MODIS,"61",6.03,295.4,8.2,D,"0"
-2.2115,101.0714,317.7,1.5,1.2,2021-01-23,"636",Aqua,MODIS,"65",6.03,298,12.5,D,"0"
-2.0904,101.9264,312.1,1.3,1.1,2021-01-23,"636",Aqua,MODIS,"61",6.03,291.4,10.6,D,"0"
-2.345,101.1953,324.3,1.4,1.2,2021-01-23,"636",Aqua,MODIS,"79",6.03,292.4,28.8,D,"0"
-2.1606,102.9995,312.8,1.1,1.1,2021-01-23,"636",Aqua,MODIS,"61",6.03,295.9,6.9,D,"0"
-2.5571,101.2239,312.4,1.4,1.2,2021-01-23,"636",Aqua,MODIS,"45",6.03,294.2,9.9,D,"0"
-2.5444,102.0335,309.1,1.3,1.1,2021-01-23,"636",Aqua,MODIS,"53",6.03,291.6,7.4,D,"0"
-2.1043,105.4472,332.6,1,1,2021-01-23,"636",Aqua,MODIS,"76",6.03,295.3,26.7,D,"0"
-2.8469,101.5471,316.2,1.4,1.2,2021-01-23,"636",Aqua,MODIS,"71",6.03,295.2,13.1,D,"0"
-2.302,105.8637,317.5,1,1,2021-01-23,"636",Aqua,MODIS,"22",6.03,295.4,8.1,D,"0"
-3.0445,101.7495,313.9,1.4,1.2,2021-01-23,"636",Aqua,MODIS,"66",6.03,297.3,9.2,D,"0"
-3.2196,102.3845,312.2,1.2,1.1,2021-01-23,"636",Aqua,MODIS,"60",6.03,289.1,9.8,D,"0"
-2.8867,105.7005,315.1,1,1,2021-01-23,"636",Aqua,MODIS,"29",6.03,292.7,6.2,D,"0"
-2.8344,106.2526,323.9,1,1,2021-01-23,"636",Aqua,MODIS,"76",6.03,297.8,14.8,D,"0"
-3.5907,102.2856,314.9,1.3,1.1,2021-01-23,"636",Aqua,MODIS,"65",6.03,297.9,8.4,D,"0"
-3.5891,102.297,317.3,1.3,1.1,2021-01-23,"636",Aqua,MODIS,"69",6.03,297.7,11.2,D,"0"
-3.6951,102.5595,313.5,1.2,1.1,2021-01-23,"636",Aqua,MODIS,"62",6.03,291.9,10.5,D,"0"
0.6379,102.8931,311.8,2.1,1.4,2021-01-26,"707",Aqua,MODIS,"46",6.03,294.5,17.2,D,"0"
0.9864,101.9441,317.2,1.8,1.3,2021-01-26,"707",Aqua,MODIS,"40",6.03,296.7,16.9,D,"0"
0.4185,103.0005,317.1,2.1,1.4,2021-01-26,"707",Aqua,MODIS,"29",6.03,296.6,23.9,D,"0"
0.3716,102.8543,316.6,2.1,1.4,2021-01-26,"707",Aqua,MODIS,"41",6.03,293.5,24.1,D,"0"
0.2109,102.8336,316.6,2.1,1.4,2021-01-26,"707",Aqua,MODIS,"37",6.03,294.4,23.9,D,"0"
0.691,102.758,315.5,1.1,1,2021-01-30,"345",Terra,MODIS,"56",6.03,298.5,9.4,D,"0"
0.6924,102.7483,316.9,1.1,1,2021-01-30,"345",Terra,MODIS,"72",6.03,299.1,10.9,D,"0"
0.6938,102.7387,317,1.1,1,2021-01-30,"345",Terra,MODIS,"73",6.03,299.4,11.1,D,"0"
1.3308,102.2347,310.5,1,1,2021-01-30,"345",Terra,MODIS,"31",6.03,292.5,5.1,D,"0"
0.3576,102.8442,314.5,1.1,1,2021-01-30,"345",Terra,MODIS,"31",6.03,294.9,8.8,D,"0"
0.6875,102.7743,316.7,1,1,2021-01-30,"643",Aqua,MODIS,"26",6.03,299.1,8.2,D,"0"
0.6397,102.8966,313.8,1,1,2021-01-30,"643",Aqua,MODIS,"52",6.03,294,7.1,D,"0"
0.2598,102.6149,309.2,1,1,2021-01-30,"643",Aqua,MODIS,"33",6.03,290.6,3.9,D,"0"
0.2637,102.6417,310.4,1,1,2021-01-30,"643",Aqua,MODIS,"25",6.03,291,5.5,D,"0"
0.6385,102.8877,313,1,1,2021-01-30,"643",Aqua,MODIS,"51",6.03,292.9,6.5,D,"0"
-3.4781,102.5311,311.1,1.6,1.2,2021-02-01,"630",Aqua,MODIS,"24",6.03,289.7,11,D,"2"
-3.48,102.517,312.1,1.6,1.2,2021-02-01,"630",Aqua,MODIS,"14",6.03,292.1,13.9,D,"2"
2.0955,99.8263,316.2,1.3,1.1,2021-02-04,"403",Terra,MODIS,"74",6.03,296,13.3,D,"2"
1.8083,101.2475,311.9,1.1,1,2021-02-06,"351",Terra,MODIS,"58",6.03,290.9,6.6,D,"0"
1.8097,101.238,311,1.1,1,2021-02-06,"351",Terra,MODIS,"50",6.03,289.5,6.3,D,"0"
0.1861,102.7302,314.9,1.3,1.1,2021-02-06,"352",Terra,MODIS,"67",6.03,297.9,13,D,"0"
-2.1515,101.0183,310.2,1.1,1.1,2021-02-06,"352",Terra,MODIS,"62",6.03,293.8,5,D,"0"
-2.1475,101.0249,311,1.1,1.1,2021-02-06,"352",Terra,MODIS,"61",6.03,293.3,5.7,D,"0"
-2.146,101.0149,313.8,1.1,1.1,2021-02-06,"352",Terra,MODIS,"69",6.03,293.7,8.4,D,"0"
-0.1855,102.4112,312.5,1.3,1.1,2021-02-06,"352",Terra,MODIS,"42",6.03,295,10.1,D,"0"
0.8596,99.5657,317.9,1,1,2021-02-06,"352",Terra,MODIS,"47",6.03,303.2,8.3,D,"2"
-3.3342,102.4577,310,1,1,2021-02-06,"648",Aqua,MODIS,"49",6.03,289,4.4,D,"0"
-2.8396,101.5427,317.4,1,1,2021-02-06,"648",Aqua,MODIS,"76",6.03,276.8,13.8,D,"0"
-2.299,101.1359,328.5,1,1,2021-02-06,"648",Aqua,MODIS,"83",6.03,294.8,20.2,D,"0"
-2.1534,100.9321,320.9,1,1,2021-02-06,"648",Aqua,MODIS,"76",6.03,297.3,12.2,D,"0"
-2.1521,100.9413,322.4,1,1,2021-02-06,"648",Aqua,MODIS,"77",6.03,297.1,13.6,D,"0"
-2.1379,101.042,325.6,1,1,2021-02-06,"648",Aqua,MODIS,"80",6.03,295.5,16.7,D,"0"
-2.2053,100.9583,323.8,1,1,2021-02-06,"648",Aqua,MODIS,"46",6.03,299.9,11.5,D,"0"
-2.1974,101.0132,322.9,1,1,2021-02-06,"648",Aqua,MODIS,"78",6.03,296.8,13.6,D,"0"
-2.2221,100.9701,322.6,1,1,2021-02-06,"648",Aqua,MODIS,"56",6.03,298.5,11.3,D,"0"
-2.2167,101.0719,330.1,1,1,2021-02-06,"648",Aqua,MODIS,"84",6.03,299.7,19.3,D,"0"
-2.2345,101.1359,316.8,1,1,2021-02-06,"648",Aqua,MODIS,"71",6.03,297,7,D,"0"
-2.3004,101.1268,324.9,1,1,2021-02-06,"648",Aqua,MODIS,"80",6.03,294.5,15.7,D,"0"
-2.8409,101.5337,312.7,1,1,2021-02-06,"648",Aqua,MODIS,"68",6.03,276.2,10,D,"0"
-0.0838,103.2291,325.6,1.1,1,2021-02-06,"649",Aqua,MODIS,"78",6.03,300.5,14.7,D,"0"
2.1553,100.8066,314.4,1,1,2021-02-06,"649",Aqua,MODIS,"31",6.03,294.5,5.6,D,"2"
1.1964,100.9241,323,1,1,2021-02-06,"649",Aqua,MODIS,"45",6.03,304.2,13.3,D,"0"
0.927,101.4865,317.5,1,1,2021-02-06,"649",Aqua,MODIS,"34",6.03,298.4,9.1,D,"0"
0.743,102.3941,316.5,1,1,2021-02-06,"649",Aqua,MODIS,"52",6.03,299.3,6.4,D,"0"
0.3144,100.0423,314.3,1.1,1,2021-02-06,"649",Aqua,MODIS,"59",6.03,295.6,9.1,D,"0"
0.5355,103.3248,317.1,1.1,1,2021-02-06,"649",Aqua,MODIS,"0",6.03,299.7,7.7,D,"0"
0.2504,103.0589,321.1,1.1,1,2021-02-06,"649",Aqua,MODIS,"19",6.03,300.7,8.5,D,"0"
2.3008,98.8124,317.3,1.1,1.1,2021-02-06,"650",Aqua,MODIS,"72",6.03,296,11.4,D,"0"
2.5655,100.1983,319.7,1,1,2021-02-06,"650",Aqua,MODIS,"74",6.03,301.7,9.6,D,"0"
3.1395,98.181,315.2,1.2,1.1,2021-02-06,"650",Aqua,MODIS,"65",6.03,296.7,10.3,D,"0"
3.1366,97.9408,311.1,1.2,1.1,2021-02-06,"650",Aqua,MODIS,"48",6.03,294.1,6.8,D,"0"
1.8393,101.2459,317.9,1.1,1,2021-02-08,"339",Terra,MODIS,"44",6.03,294.8,9.2,D,"0"
-0.071,103.2154,321.5,1,1,2021-02-08,"339",Terra,MODIS,"78",6.03,289.9,13.1,D,"0"
1.9403,101.5067,313.5,1,1,2021-02-08,"339",Terra,MODIS,"47",6.03,291.7,8,D,"0"
1.8407,101.2364,319.1,1.1,1,2021-02-08,"339",Terra,MODIS,"54",6.03,295.4,10.8,D,"0"
0.9931,102.9953,302.7,1,1,2021-02-08,"339",Terra,MODIS,"22",6.03,275.1,3.7,D,"0"
-3.7463,102.4666,312.8,1,1,2021-02-08,"340",Terra,MODIS,"69",6.03,288.1,6.9,D,"0"
-3.3155,102.1659,313.6,1,1,2021-02-08,"340",Terra,MODIS,"68",6.03,291.8,7.2,D,"0"
-3.9399,104.9836,315.3,1,1,2021-02-08,"635",Aqua,MODIS,"68",6.03,292.6,6.6,D,"0"
-4.6097,105.4487,318.9,1,1,2021-02-08,"635",Aqua,MODIS,"53",6.03,295.8,8.6,D,"0"
-3.7747,103.8144,312.8,1.1,1,2021-02-08,"636",Aqua,MODIS,"43",6.03,287.7,5,D,"0"
-0.7924,101.3475,311.9,1.3,1.1,2021-02-08,"636",Aqua,MODIS,"68",6.03,280.6,14.6,D,"0"
-3.1087,101.8587,313.2,1.3,1.1,2021-02-08,"636",Aqua,MODIS,"67",6.03,291.6,10.9,D,"0"
-3.107,101.8705,317.4,1.3,1.1,2021-02-08,"636",Aqua,MODIS,"73",6.03,291.4,16.2,D,"0"
-3.1782,102.0908,313.9,1.3,1.1,2021-02-08,"636",Aqua,MODIS,"42",6.03,290.1,11.9,D,"0"
-3.1762,102.0962,311.4,1.3,1.1,2021-02-08,"636",Aqua,MODIS,"35",6.03,289.7,8.8,D,"0"
-2.9661,105.2921,312.2,1,1,2021-02-08,"636",Aqua,MODIS,"60",6.03,282.5,7.7,D,"0"
-3.5878,102.293,314.6,1.3,1.1,2021-02-08,"636",Aqua,MODIS,"59",6.03,285.4,11.4,D,"0"
0.9025,103.0583,320,1.1,1,2021-02-08,"637",Aqua,MODIS,"75",6.03,282.7,14.2,D,"0"
0.9039,103.0676,317.9,1.1,1,2021-02-08,"637",Aqua,MODIS,"65",6.03,282.2,11.5,D,"0"
1.2944,101.8974,315.6,3.2,1.7,2021-02-09,"720",Aqua,MODIS,"48",6.03,292.7,47.3,D,"0"
-2.1843,105.9714,322.6,1.1,1.1,2021-02-10,"624",Aqua,MODIS,"75",6.03,296.1,16,D,"0"
-2.3795,106.1651,324.7,1.1,1.1,2021-02-10,"624",Aqua,MODIS,"79",6.03,294.7,18.6,D,"0"
-2.6133,105.9531,307.3,1.2,1.1,2021-02-10,"624",Aqua,MODIS,"36",6.03,282.5,4.9,D,"0"
0.4657,103.0336,317.8,1.6,1.2,2021-02-10,"624",Aqua,MODIS,"29",6.03,298.1,17.3,D,"0"
0.1983,101.8454,311.3,2,1.4,2021-02-10,"624",Aqua,MODIS,"43",6.03,292.9,12.5,D,"0"
0.1135,101.5474,312.2,2.1,1.4,2021-02-10,"624",Aqua,MODIS,"62",6.03,294,19.4,D,"0"
0.2099,102.8498,320.2,1.7,1.3,2021-02-10,"624",Aqua,MODIS,"62",6.03,297.6,22.6,D,"0"
0.1032,102.7494,315.4,1.7,1.3,2021-02-10,"624",Aqua,MODIS,"38",6.03,295.2,17.1,D,"0"
-1.1204,103.4139,310,1.6,1.2,2021-02-10,"624",Aqua,MODIS,"42",6.03,288.8,10,D,"0"
-1.8043,102.7414,312,1.8,1.3,2021-02-10,"624",Aqua,MODIS,"54",6.03,293.3,12.9,D,"0"
-1.8002,102.729,311.9,1.8,1.3,2021-02-10,"624",Aqua,MODIS,"62",6.03,293.3,14.2,D,"0"
-2.1498,101.164,312,2.5,1.5,2021-02-10,"624",Aqua,MODIS,"61",6.03,293,23.9,D,"0"
-1.9244,104.2069,318.6,1.4,1.2,2021-02-10,"624",Aqua,MODIS,"58",6.03,298.4,16.6,D,"0"
-2.1858,105.9613,319.8,1.1,1.1,2021-02-10,"624",Aqua,MODIS,"72",6.03,296.6,12.5,D,"0"
0.7354,102.6016,303.9,1.2,1.1,2021-02-10,"1549",Terra,MODIS,"57",6.03,290.8,5.5,N,"0"
1.2863,102.3884,302.7,1.2,1.1,2021-02-10,"1549",Terra,MODIS,"50",6.03,289.2,4.6,N,"0"
5.2225,97.0913,318.8,1,1,2021-02-11,"409",Terra,MODIS,"0",6.03,295.3,9.3,D,"2"
0.3957,99.2083,308,1.6,1.2,2021-02-11,"410",Terra,MODIS,"39",6.03,282.2,14.2,D,"0"
-0.1449,99.7699,327.4,1.2,1.1,2021-02-11,"707",Aqua,MODIS,"58",6.03,291.9,26.5,D,"0"
-0.5891,101.1472,318.3,1.5,1.2,2021-02-11,"707",Aqua,MODIS,"42",6.03,294,16,D,"0"
5.2208,97.0844,318.4,1,1,2021-02-11,"709",Aqua,MODIS,"60",6.03,295.9,9.3,D,"2"
5.2221,97.0938,318.6,1,1,2021-02-11,"709",Aqua,MODIS,"54",6.03,293.8,9.6,D,"2"
0.2536,103.06,309.9,1.9,1.4,2021-02-12,"315",Terra,MODIS,"59",6.03,285,14,D,"0"
-2.2991,105.8868,308.3,1.9,1.3,2021-02-12,"611",Aqua,MODIS,"45",6.03,287.1,8.8,D,"0"
1.6716,101.4299,314.5,3.6,1.8,2021-02-12,"613",Aqua,MODIS,"34",6.03,293.4,37.9,D,"2"
1.6643,101.4268,314.5,3.6,1.8,2021-02-12,"613",Aqua,MODIS,"51",6.03,293.5,41.9,D,"2"
1.4304,101.5757,316.1,3.5,1.8,2021-02-12,"613",Aqua,MODIS,"70",6.03,293.6,58.1,D,"0"
1.4256,101.5442,313.7,3.6,1.8,2021-02-12,"613",Aqua,MODIS,"51",6.03,293,45.5,D,"0"
-0.078,103.292,311.9,1,1,2021-02-12,"1536",Terra,MODIS,"83",6.03,293.5,9.3,N,"0"
0.6264,103.2027,304.3,1,1,2021-02-12,"1536",Terra,MODIS,"52",6.03,292.7,4,N,"0"
0.3256,103.0279,305,1,1,2021-02-12,"1536",Terra,MODIS,"58",6.03,293,4.3,N,"0"
0.7342,102.6022,305.1,1,1,2021-02-12,"1537",Terra,MODIS,"57",6.03,293.9,4.1,N,"0"
1.5597,99.6237,304.4,1.3,1.1,2021-02-12,"1537",Terra,MODIS,"60",6.03,292.3,6.4,N,"0"
3.1704,98.3887,303.9,1.5,1.2,2021-02-12,"1537",Terra,MODIS,"57",6.03,286.3,11.5,N,"1"
-0.0797,103.2963,305.6,1.1,1.1,2021-02-12,"1833",Aqua,MODIS,"65",6.03,289,7.1,N,"0"
-1.1103,103.4208,300.7,1.1,1,2021-02-12,"1834",Aqua,MODIS,"33",6.03,286,4.4,N,"0"
2.9851,99.6218,317.6,1,1,2021-02-13,"357",Terra,MODIS,"34",6.03,298.9,9.1,D,"2"
2.6789,98.7049,316.9,1,1,2021-02-13,"357",Terra,MODIS,"55",6.03,300,7.8,D,"0"
2.399,98.7281,314.5,1,1,2021-02-13,"357",Terra,MODIS,"59",6.03,301.4,8.3,D,"0"
1.9446,101.5059,310.9,1.3,1.1,2021-02-13,"357",Terra,MODIS,"41",6.03,293.1,8.6,D,"0"
1.9876,98.9559,313.7,1,1,2021-02-13,"357",Terra,MODIS,"56",6.03,293.9,8.4,D,"0"
1.764,99.0969,314.8,1,1,2021-02-13,"357",Terra,MODIS,"67",6.03,296.7,8.2,D,"0"
1.4933,99.9963,313.1,1.1,1,2021-02-13,"357",Terra,MODIS,"57",6.03,296.5,7.4,D,"0"
0.879,102.1467,308.1,1.5,1.2,2021-02-13,"357",Terra,MODIS,"0",6.03,286.7,9.9,D,"0"
0.8555,99.5657,319.2,1.1,1,2021-02-13,"358",Terra,MODIS,"64",6.03,303.3,9.7,D,"2"
0.4244,102.1884,311.6,1.5,1.2,2021-02-13,"358",Terra,MODIS,"39",6.03,289.1,12.7,D,"0"
-2.4322,105.3919,305.6,3,1.7,2021-02-13,"358",Terra,MODIS,"58",6.03,280.3,21.5,D,"0"
0.3136,99.2704,331.5,1,1,2021-02-13,"655",Aqua,MODIS,"84",6.03,300.5,21.9,D,"0"
0.3123,99.2615,323,1,1,2021-02-13,"655",Aqua,MODIS,"70",6.03,300.3,11.3,D,"0"
0.2749,99.1932,317.1,1,1,2021-02-13,"655",Aqua,MODIS,"50",6.03,300,6.7,D,"0"
0.2775,99.2113,327.5,1,1,2021-02-13,"655",Aqua,MODIS,"61",6.03,301.4,16.3,D,"0"
0.6367,102.8972,311.4,1.3,1.1,2021-02-13,"655",Aqua,MODIS,"33",6.03,285.7,9.9,D,"0"
-0.0351,99.7984,326.5,1,1,2021-02-13,"655",Aqua,MODIS,"79",6.03,306,15.3,D,"0"
0.2091,102.8425,322.5,1.2,1.1,2021-02-13,"655",Aqua,MODIS,"44",6.03,300.8,15.4,D,"0"
0.2107,102.8535,323.5,1.2,1.1,2021-02-13,"655",Aqua,MODIS,"33",6.03,302,15.9,D,"0"
-0.332,99.9046,324.2,1,1,2021-02-13,"655",Aqua,MODIS,"77",6.03,302.2,11.3,D,"0"
-0.3307,99.9135,342,1,1,2021-02-13,"655",Aqua,MODIS,"91",6.03,303.2,36.5,D,"0"
-0.1929,102.4034,320.2,1.2,1.1,2021-02-13,"655",Aqua,MODIS,"15",6.03,295.4,11.6,D,"0"
-0.3294,102.7068,321.2,1.2,1.1,2021-02-13,"655",Aqua,MODIS,"59",6.03,295,17.7,D,"0"
1.7612,99.0928,320.9,1,1,2021-02-13,"656",Aqua,MODIS,"73",6.03,296.3,13.2,D,"0"
2.3377,99.5246,316.8,1,1,2021-02-13,"656",Aqua,MODIS,"52",6.03,297.1,8.7,D,"0"
2.3966,98.4546,319.6,1,1,2021-02-13,"656",Aqua,MODIS,"71",6.03,297.1,13.2,D,"0"
1.7689,99.2102,325.4,1,1,2021-02-13,"656",Aqua,MODIS,"30",6.03,298.2,15.3,D,"0"
1.7523,99.2217,327.2,1,1,2021-02-13,"656",Aqua,MODIS,"72",6.03,296.8,18.4,D,"0"
1.6531,98.8573,331.3,1,1,2021-02-13,"656",Aqua,MODIS,"84",6.03,301.5,23.6,D,"0"
4.2141,96.2074,313.9,1.2,1.1,2021-02-13,"656",Aqua,MODIS,"65",6.03,298.6,6.5,D,"0"
4.0428,96.6291,313.4,1.2,1.1,2021-02-13,"656",Aqua,MODIS,"62",6.03,298.4,7,D,"0"
4.0407,96.6349,312.3,1.2,1.1,2021-02-13,"656",Aqua,MODIS,"59",6.03,298.4,6.2,D,"0"
4.0457,96.8044,312.9,1.2,1.1,2021-02-13,"656",Aqua,MODIS,"62",6.03,298,8.8,D,"0"
2.9146,98.0879,316.6,1,1,2021-02-13,"656",Aqua,MODIS,"68",6.03,299.6,9,D,"0"
2.6475,97.8951,317,1.1,1,2021-02-13,"656",Aqua,MODIS,"67",6.03,300.3,7.5,D,"0"
4.8308,95.5424,317.1,1.3,1.1,2021-02-13,"657",Aqua,MODIS,"71",6.03,297.7,13.5,D,"0"
2.4324,97.8408,318,3.7,1.8,2021-02-14,"739",Aqua,MODIS,"65",6.03,296.9,66.9,D,"0"
-1.9485,103.284,303.2,1.3,1.1,2021-02-14,"1523",Terra,MODIS,"54",6.03,290.4,5.3,N,"0"
1.2489,98.9303,325.3,1.1,1.1,2021-02-15,"345",Terra,MODIS,"74",6.03,290.3,24.2,D,"0"
2.4359,97.871,319.4,1.4,1.2,2021-02-15,"345",Terra,MODIS,"69",6.03,298.4,14.7,D,"0"
1.3423,102.2878,319,1,1,2021-02-15,"345",Terra,MODIS,"52",6.03,301.8,10.6,D,"0"
0.8596,99.5648,318,1.1,1,2021-02-15,"345",Terra,MODIS,"50",6.03,299.3,9.2,D,"2"
-2.8934,101.5389,316.2,1.1,1.1,2021-02-15,"642",Aqua,MODIS,"54",6.03,297.8,7,D,"0"
-2.8919,101.549,332.7,1.1,1.1,2021-02-15,"642",Aqua,MODIS,"86",6.03,297.8,29.1,D,"0"
1.1057,104.5404,319.9,1.1,1,2021-02-15,"643",Aqua,MODIS,"41",6.03,300,9.5,D,"0"
-0.5263,102.9823,317.4,1,1,2021-02-15,"643",Aqua,MODIS,"59",6.03,297.4,8.1,D,"0"
-0.1492,99.7768,316.7,1.3,1.1,2021-02-15,"643",Aqua,MODIS,"53",6.03,298.6,9.5,D,"0"
0.992,104.5926,319.4,1.1,1,2021-02-15,"643",Aqua,MODIS,"69",6.03,300.5,8.8,D,"0"
2.1742,98.2199,314.9,1.6,1.2,2021-02-15,"643",Aqua,MODIS,"68",6.03,296,11.6,D,"0"
0.3991,99.1983,325.1,1.4,1.2,2021-02-15,"643",Aqua,MODIS,"78",6.03,297.1,26.5,D,"0"
0.4009,99.2108,316.3,1.4,1.2,2021-02-15,"643",Aqua,MODIS,"66",6.03,296.4,12,D,"0"
1.0937,104.261,322.2,1.1,1,2021-02-15,"643",Aqua,MODIS,"66",6.03,303.4,8.9,D,"0"
1.0716,104.634,319.6,1.1,1,2021-02-15,"643",Aqua,MODIS,"0",6.03,298.3,9.7,D,"0"
2.5645,100.2307,321.1,1.1,1.1,2021-02-15,"644",Aqua,MODIS,"75",6.03,300.2,13.6,D,"0"
3.862,96.6338,328.7,1.9,1.4,2021-02-15,"644",Aqua,MODIS,"84",6.03,297.5,52.7,D,"0"
3.8557,96.6224,321.7,1.9,1.4,2021-02-15,"644",Aqua,MODIS,"78",6.03,297.7,32.7,D,"0"
3.8582,96.6395,324.3,1.9,1.4,2021-02-15,"644",Aqua,MODIS,"81",6.03,297.5,39.5,D,"0"
3.1635,97.3899,316,1.7,1.3,2021-02-15,"644",Aqua,MODIS,"63",6.03,295.4,19,D,"0"
3.1659,97.4054,313.2,1.7,1.3,2021-02-15,"644",Aqua,MODIS,"34",6.03,294.8,14.6,D,"0"
2.7672,97.9626,319.4,1.6,1.2,2021-02-15,"644",Aqua,MODIS,"73",6.03,294.9,22.3,D,"0"
2.7693,97.9767,318.4,1.6,1.2,2021-02-15,"644",Aqua,MODIS,"72",6.03,295,20.9,D,"0"
2.7673,97.9677,326.7,1.6,1.2,2021-02-15,"644",Aqua,MODIS,"81",6.03,294.8,35.2,D,"0"
2.693,97.7722,331.6,1.6,1.3,2021-02-15,"644",Aqua,MODIS,"85",6.03,296.6,51.2,D,"0"
2.6817,97.7738,335.4,1.6,1.3,2021-02-15,"644",Aqua,MODIS,"87",6.03,296.6,62.6,D,"0"
0.3667,103.1541,305.2,2.1,1.4,2021-02-16,"1512",Terra,MODIS,"63",6.03,293.1,16.9,N,"0"
1.026,104.3712,313.9,1,1,2021-02-17,"333",Terra,MODIS,"0",6.03,296.4,5.8,D,"0"
-0.9423,103.1433,321.5,1.3,1.1,2021-02-17,"630",Aqua,MODIS,"32",6.03,303.9,17.9,D,"0"
-0.3314,102.701,317.5,1.4,1.2,2021-02-17,"630",Aqua,MODIS,"53",6.03,298.4,16.7,D,"0"
